Name_;Off. Snaps_Num;Receiving_Rec;Receiving_Tgt;Receiving_Y/R;Receiving_Y/Tgt;Receiving_Yds;ST Snaps_Num;Year;Week;Age;Tm;1;Opp;Injured Reserve;*;Inactive;COVID-19 List;Non-Football Injury;Physically Unable to Perform;Exempt List;Suspended;Did Not Play;Win?;Lose?;Tie?;Score-not-counted;Tm-Score;Opp-Score;Day;Month;Dk_Points;Salary;Feet;Inches;Weight(lbs);Last_Def_Total_YDS;Last_Def_Total_YDS/G;Last_Def_Passing_YDS;Last_Def_Passing_YDS/G;Last_Def_Rushing_YDS;Last_Def_Rushing_YDS/G;Last_Def_Points_PTS;Last_Def_PointsPTS/G;Last_Off_Total_YDS;Last_Off_Total_YDS/G;Last_Off_Passing_YDS;Last_Off_Passing_YDS/G;Last_Off_Rushing_YDS;Last_Off_Rushing_YDS/G;Last_Off_Points_PTS;Last_Off_PointsPTS/G
Ertz, Zach;44.0;5.0;8.0;7.6;4.75;38.0;0.0;2018.0;14.0;28.029;PHI;@;DAL;0;1;0;0;0;0;0;0;0;0;1;0;0;23;29;9;12;8.8;6400.0;0;0;0;5859;366.2;4308;269.3;1551;96.9;348;21.8;5845;365.3;4275;267.2;1570;98.1;367;22.9
Ertz, Zach;59.0;3.0;7.0;7.33;3.14;22.0;1.0;2018.0;15.0;28.036;PHI;@;LAR;0;1;0;0;0;0;0;0;0;1;0;0;0;30;23;16;12;5.2;6500.0;0;0;0;5859;366.2;4308;269.3;1551;96.9;348;21.8;5845;365.3;4275;267.2;1570;98.1;367;22.9
Ertz, Zach;73.0;12.0;16.0;9.17;6.88;110.0;0.0;2018.0;16.0;28.043;PHI;0;HOU;0;1;0;0;0;0;0;0;0;1;0;0;0;32;30;23;12;35.0;5900.0;0;0;0;5859;366.2;4308;269.3;1551;96.9;348;21.8;5845;365.3;4275;267.2;1570;98.1;367;22.9
Ertz, Zach;53.0;3.0;4.0;5.0;3.75;15.0;0.0;2018.0;17.0;28.05;PHI;@;WAS;0;1;0;0;0;0;0;0;0;1;0;0;0;24;0;30;12;4.5;6700.0;0;0;0;5859;366.2;4308;269.3;1551;96.9;348;21.8;5845;365.3;4275;267.2;1570;98.1;367;22.9
Ertz, Zach;61.0;5.0;7.0;10.8;7.71;54.0;1.0;2019.0;1.0;28.302;PHI;0;WAS;0;1;0;0;0;0;0;0;0;1;0;0;0;32;27;8;9;10.4;6100.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;80.0;8.0;16.0;9.0;4.5;72.0;2.0;2019.0;2.0;28.309;PHI;@;ATL;0;1;0;0;0;0;0;0;0;0;1;0;0;20;24;15;9;17.2;6300.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;74.0;4.0;7.0;16.0;9.14;64.0;0.0;2019.0;3.0;28.316;PHI;0;DET;0;1;0;0;0;0;0;0;0;0;1;0;0;24;27;22;9;10.4;5700.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;47.0;7.0;8.0;9.29;8.13;65.0;0.0;2019.0;4.0;28.32;PHI;@;GNB;0;1;0;0;0;0;0;0;0;1;0;0;0;34;27;26;9;13.5;6200.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;56.0;5.0;7.0;11.4;8.14;57.0;0.0;2019.0;5.0;28.33;PHI;0;NYJ;0;1;0;0;0;0;0;0;0;1;0;0;0;31;6;6;10;16.7;6000.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;51.0;4.0;9.0;13.5;6.0;54.0;0.0;2019.0;6.0;28.337;PHI;@;MIN;0;1;0;0;0;0;0;0;0;0;1;0;0;20;38;13;10;7.4;5400.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;48.0;2.0;6.0;19.0;6.33;38.0;0.0;2019.0;7.0;28.344;PHI;@;DAL;0;1;0;0;0;0;0;0;0;0;1;0;0;10;37;20;10;5.8;5500.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;66.0;2.0;4.0;10.0;5.0;20.0;0.0;2019.0;8.0;28.351;PHI;@;BUF;0;1;0;0;0;0;0;0;0;1;0;0;0;31;13;27;10;4.0;5100.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;65.0;9.0;11.0;11.44;9.36;103.0;0.0;2019.0;9.0;28.358;PHI;0;CHI;0;1;0;0;0;0;0;0;0;1;0;0;0;22;14;3;11;25.3;4700.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;64.0;9.0;11.0;10.44;8.55;94.0;0.0;2019.0;11.0;29.007;PHI;0;NWE;0;1;0;0;0;0;0;0;0;0;1;0;0;10;17;17;11;18.4;5000.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;64.0;12.0;14.0;7.58;6.5;91.0;0.0;2019.0;12.0;29.014;PHI;0;SEA;0;1;0;0;0;0;0;0;0;0;1;0;0;9;17;24;11;27.1;6000.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;51.0;3.0;6.0;8.0;4.0;24.0;0.0;2019.0;13.0;29.021;PHI;@;MIA;0;1;0;0;0;0;0;0;0;0;1;0;0;31;37;1;12;5.4;6700.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;78.0;9.0;13.0;10.11;7.0;91.0;0.0;2019.0;14.0;29.029;PHI;0;NYG;0;1;0;0;0;0;0;0;0;1;0;0;0;23;17;9;12;30.1;6100.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;68.0;5.0;10.0;12.2;6.1;61.0;0.0;2019.0;15.0;29.035;PHI;@;WAS;0;1;0;0;0;0;0;0;0;1;0;0;0;37;27;15;12;17.1;6000.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;59.0;4.0;6.0;7.0;4.67;28.0;0.0;2019.0;16.0;29.042;PHI;0;DAL;0;1;0;0;0;0;0;0;0;1;0;0;0;17;9;22;12;6.8;6400.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019.0;17.0;0.0;PHI;@;NYG;0;0;1;0;0;0;0;0;0;1;0;0;0;34;17;29;12;0.0;0.0;0;0;0;5307;331.7;3865;241.6;1442;90.1;354;22.1;5772;360.8;3833;239.6;1939;121.2;385;24.1
Ertz, Zach;58.0;3.0;7.0;6.0;2.57;18.0;0.0;2020.0;1.0;29.308;PHI;@;WAS;0;1;0;0;0;0;0;0;0;0;1;0;0;17;27;13;9;10.8;5800.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;67.0;5.0;7.0;8.4;6.0;42.0;0.0;2020.0;2.0;29.315;PHI;0;LAR;0;1;0;0;0;0;0;0;0;0;1;0;0;19;37;20;9;9.2;5600.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;84.0;7.0;10.0;10.0;7.0;70.0;6.0;2020.0;3.0;29.322;PHI;0;CIN;0;1;0;0;0;0;0;0;0;0;0;1;0;23;23;27;9;14.0;5100.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;59.0;4.0;5.0;2.25;1.8;9.0;1.0;2020.0;4.0;29.329;PHI;@;SFO;0;1;0;0;0;0;0;0;0;1;0;0;0;25;20;4;10;6.9;5300.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;56.0;1.0;6.0;6.0;1.0;6.0;0.0;2020.0;5.0;29.336;PHI;@;PIT;0;1;0;0;0;0;0;0;0;0;1;0;0;29;38;11;10;1.6;5700.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;48.0;4.0;10.0;8.25;3.3;33.0;0.0;2020.0;6.0;29.343;PHI;0;BAL;0;1;0;0;0;0;0;0;0;0;1;0;0;28;30;18;10;7.3;5000.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020.0;7.0;0.0;PHI;0;NYG;1;0;0;0;0;0;0;0;0;1;0;0;0;22;21;22;10;0.0;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020.0;8.0;0.0;PHI;0;DAL;1;0;0;0;0;0;0;0;0;1;0;0;0;23;9;1;11;0.0;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020.0;10.0;0.0;PHI;@;NYG;1;0;0;0;0;0;0;0;0;0;1;0;0;17;27;15;11;0.0;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020.0;11.0;0.0;PHI;@;CLE;1;0;0;0;0;0;0;0;0;0;1;0;0;17;22;22;11;0.0;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020.0;12.0;0.0;PHI;0;SEA;1;0;0;0;0;0;0;0;0;0;1;0;0;17;23;30;11;0.0;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;27.0;2.0;4.0;15.5;7.75;31.0;0.0;2020.0;13.0;30.026;PHI;@;GNB;0;1;0;0;0;0;0;0;0;0;1;0;0;16;30;6;12;5.1;3900.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;50.0;2.0;3.0;4.0;2.67;8.0;0.0;2020.0;14.0;30.033;PHI;0;NOR;0;1;0;0;0;0;0;0;0;1;0;0;0;24;21;13;12;2.8;3700.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;63.0;2.0;7.0;34.5;9.86;69.0;3.0;2020.0;15.0;30.04;PHI;@;ARI;0;1;0;0;0;0;0;0;0;0;1;0;0;26;33;20;12;8.9;3400.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;62.0;3.0;7.0;11.0;4.71;33.0;0.0;2020.0;16.0;30.047;PHI;@;DAL;0;1;0;0;0;0;0;0;0;0;1;0;0;17;37;27;12;6.3;3100.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;61.0;3.0;6.0;5.33;2.67;16.0;0.0;2020.0;17.0;30.054;PHI;0;WAS;0;1;0;0;0;0;0;0;0;0;1;0;0;14;20;3;1;4.6;0.0;0;0;0;5810;363.1;3798;237.4;2012;125.8;418;26.1;5354;334.6;3327;207.9;2027;126.7;334;20.9
Ertz, Zach;41.0;2.0;2.0;17.0;17.0;34.0;0.0;2021.0;1.0;30.306;PHI;@;ATL;0;0;0;0;0;0;0;0;0;1;0;0;0;32;6;12;9;5.4;3800.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;37.0;1.0;2.0;6.0;3.0;6.0;0.0;2021.0;2.0;30.313;PHI;0;SFO;0;1;0;0;0;0;0;0;0;0;1;0;0;11;17;19;9;1.6;3700.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;30.0;4.0;7.0;13.25;7.57;53.0;0.0;2021.0;3.0;30.321;PHI;@;DAL;0;0;0;0;0;0;0;0;0;0;1;0;0;21;41;27;9;15.3;3400.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;37.0;6.0;8.0;10.0;7.5;60.0;0.0;2021.0;4.0;30.327;PHI;0;KAN;0;0;0;0;0;0;0;0;0;0;1;0;0;30;42;3;10;12.0;3500.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;40.0;1.0;6.0;7.0;1.17;7.0;0.0;2021.0;5.0;30.334;PHI;@;CAR;0;1;0;0;0;0;0;0;0;1;0;0;0;21;18;10;10;1.7;3400.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;46.0;4.0;6.0;7.25;4.83;29.0;0.0;2021.0;6.0;30.338;PHI;0;TAM;0;1;0;0;0;0;0;0;0;0;1;0;0;22;28;14;10;12.9;3400.0;0;0;0;5590;328.8;3756;220.9;1834;107.9;385;22.6;6119;359.9;3404;200.2;2715;159.7;444;26.1
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021.0;6.0;0.0;ARI;@;CLE;0;0;1;0;0;0;0;0;0;1;0;0;0;37;14;17;10;12.9;3400.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;35.0;3.0;5.0;22.0;13.2;66.0;0.0;2021.0;7.0;30.348;ARI;0;HOU;0;1;0;0;0;0;0;0;0;1;0;0;0;31;5;24;10;16.0;3900.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;43.0;4.0;4.0;10.5;10.5;42.0;0.0;2021.0;8.0;30.352;ARI;0;GNB;0;1;0;0;0;0;0;0;0;0;1;0;0;21;24;28;10;8.2;4400.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;56.0;3.0;5.0;9.0;5.4;27.0;1.0;2021.0;9.0;30.362;ARI;@;SFO;0;1;0;0;0;0;0;0;0;1;0;0;0;31;17;7;11;5.7;4700.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;45.0;4.0;6.0;11.5;7.67;46.0;0.0;2021.0;10.0;31.004;ARI;0;CAR;0;1;0;0;0;0;0;0;0;0;1;0;0;10;34;14;11;8.6;4600.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;63.0;8.0;9.0;11.0;9.78;88.0;0.0;2021.0;11.0;31.011;ARI;@;SEA;0;1;0;0;0;0;0;0;0;1;0;0;0;23;13;21;11;28.8;4800.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;41.0;1.0;2.0;10.0;5.0;10.0;0.0;2021.0;13.0;31.025;ARI;@;CHI;0;1;0;0;0;0;0;0;0;1;0;0;0;33;22;5;12;2.0;5400.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;65.0;5.0;7.0;8.4;6.0;42.0;0.0;2021.0;14.0;31.033;ARI;0;LAR;0;1;0;0;0;0;0;0;0;0;1;0;0;23;30;13;12;9.2;5300.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;67.0;6.0;11.0;12.33;6.73;74.0;0.0;2021.0;15.0;31.039;ARI;@;DET;0;1;0;0;0;0;0;0;0;0;1;0;0;12;30;19;12;13.4;5400.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;63.0;8.0;13.0;6.75;4.15;54.0;0.0;2021.0;16.0;31.045;ARI;0;IND;0;1;0;0;0;0;0;0;0;0;1;0;0;16;22;25;12;13.4;4800.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;70.0;7.0;9.0;5.86;4.56;41.0;0.0;2021.0;17.0;31.053;ARI;@;DAL;0;1;0;0;0;0;0;0;0;1;0;0;0;25;22;2;1;11.1;5200.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;70.0;7.0;10.0;12.0;8.4;84.0;0.0;2021.0;18.0;31.06;ARI;0;SEA;0;1;0;0;0;0;0;0;0;0;1;0;0;30;38;9;1;15.4;0.0;0;0;0;5597;329.2;3645;214.4;1952;114.8;366;21.5;6352;373.6;4276;251.5;2076;122.1;449;26.4
Ertz, Zach;39.0;2.0;4.0;7.0;3.5;14.0;0.0;2022.0;1.0;31.305;ARI;0;KAN;0;1;0;0;0;0;0;0;0;0;1;0;0;21;44;11;9;11.4;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;73.0;8.0;11.0;9.38;6.82;75.0;0.0;2022.0;2.0;31.312;ARI;@;LVR;0;1;0;0;0;0;0;0;0;1;0;0;0;29;23;18;9;15.5;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;77.0;6.0;10.0;7.5;4.5;45.0;0.0;2022.0;3.0;31.319;ARI;0;LAR;0;1;0;0;0;0;0;0;0;0;1;0;0;12;20;25;9;10.5;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;62.0;6.0;6.0;7.83;7.83;47.0;1.0;2022.0;4.0;31.326;ARI;@;CAR;0;1;0;0;0;0;0;0;0;1;0;0;0;26;16;2;10;16.7;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;64.0;6.0;10.0;8.0;4.8;48.0;0.0;2022.0;5.0;31.333;ARI;0;PHI;0;1;0;0;0;0;0;0;0;0;1;0;0;17;20;9;10;10.8;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;68.0;7.0;10.0;10.0;7.0;70.0;0.0;2022.0;6.0;31.34;ARI;@;SEA;0;1;0;0;0;0;0;0;0;0;1;0;0;9;19;16;10;14.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;53.0;2.0;4.0;10.5;5.25;21.0;2.0;2022.0;7.0;31.344;ARI;0;NOR;0;1;0;0;0;0;0;0;0;1;0;0;0;42;34;20;10;6.1;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;69.0;4.0;5.0;8.5;6.8;34.0;0.0;2022.0;8.0;31.354;ARI;@;MIN;0;1;0;0;0;0;0;0;0;0;1;0;0;26;34;30;10;13.4;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;61.0;5.0;8.0;8.0;5.0;40.0;0.0;2022.0;9.0;31.361;ARI;0;SEA;0;1;0;0;0;0;0;0;0;0;1;0;0;21;31;6;11;15.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;9.0;1.0;1.0;12.0;12.0;12.0;0.0;2022.0;10.0;32.003;ARI;@;LAR;0;1;0;0;0;0;0;0;0;1;0;0;0;27;17;13;11;2.2;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;11.0;0.0;ARI;0;SFO;0;0;1;0;0;0;0;0;0;0;1;0;0;10;38;21;11;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;12.0;0.0;ARI;0;LAC;0;0;0;0;0;0;0;0;1;0;1;0;0;24;25;27;11;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;14.0;0.0;ARI;0;NWE;0;0;0;0;0;0;0;0;1;0;1;0;0;13;27;12;12;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;15.0;0.0;ARI;@;DEN;0;0;0;0;0;0;0;0;1;0;1;0;0;15;24;18;12;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;16.0;0.0;ARI;0;TAM;0;0;0;0;0;0;0;0;1;0;1;0;0;16;19;25;12;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;17.0;0.0;ARI;@;ATL;0;0;0;0;0;0;0;0;1;0;1;0;0;19;20;1;1;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Ertz, Zach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022.0;18.0;0.0;ARI;@;SFO;0;0;0;0;0;0;0;0;1;0;1;0;0;13;38;8;1;0.0;0.0;0;0;0;5884;346.1;3406;200.4;2478;145.8;384;22.6;6108;359.3;4584;269.6;1524;89.6;391;23.0
Rodgers, Richard;20.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;1.0;22.225;GNB;@;SEA;0;1;0;0;0;0;0;0;0;0;1;0;0;16;36;4;9;0.0;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;34.0;0.0;1.0;0.0;0.0;0.0;0.0;2014.0;2.0;22.235;GNB;0;NYJ;0;1;0;0;0;0;0;0;0;1;0;0;0;31;24;14;9;0.0;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;11.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;22.242;GNB;@;DET;0;1;0;0;0;0;0;0;0;0;1;0;0;7;19;21;9;0.0;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;22.0;2.0;2.0;26.0;26.0;52.0;0.0;2014.0;4.0;22.249;GNB;@;CHI;0;1;0;0;0;0;0;0;0;1;0;0;0;38;17;28;9;7.2;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;19.0;0.0;1.0;0.0;0.0;0.0;0.0;2014.0;5.0;22.253;GNB;0;MIN;0;0;0;0;0;0;0;0;0;1;0;0;0;42;10;2;10;0.0;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;34.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;6.0;22.263;GNB;@;MIA;0;0;0;0;0;0;0;0;0;1;0;0;0;27;24;12;10;0.0;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;32.0;1.0;2.0;1.0;0.5;1.0;0.0;2014.0;7.0;22.27;GNB;0;CAR;0;0;0;0;0;0;0;0;0;1;0;0;0;38;17;19;10;1.1;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;34.0;4.0;5.0;14.5;11.6;58.0;0.0;2014.0;8.0;22.277;GNB;@;NOR;0;0;0;0;0;0;0;0;0;0;1;0;0;23;44;26;10;9.8;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;52.0;2.0;3.0;3.0;2.0;6.0;1.0;2014.0;10.0;22.291;GNB;0;CHI;0;1;0;0;0;0;0;0;0;1;0;0;0;55;14;9;11;2.6;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;44.0;1.0;2.0;19.0;9.5;19.0;0.0;2014.0;11.0;22.298;GNB;0;PHI;0;0;0;0;0;0;0;0;0;1;0;0;0;53;20;16;11;2.9;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;30.0;1.0;1.0;1.0;1.0;1.0;1.0;2014.0;12.0;22.305;GNB;@;MIN;0;0;0;0;0;0;0;0;0;1;0;0;0;24;21;23;11;7.1;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
Rodgers, Richard;29.0;2.0;2.0;17.5;17.5;35.0;0.0;2014.0;13.0;22.312;GNB;0;NWE;0;0;0;0;0;0;0;0;0;1;0;0;0;26;21;30;11;11.5;3000.0;0;0;0;5542;346.4;3623;226.4;1919;119.9;348;21.8;6178;386.1;4261;266.3;1917;119.8;486;30.4
