Pos;1;2;3;4;5;Team;Month;Year
RWR;Smith, Torrey;White, Deandrew;Simpson, Jerome;Campbell, Diandre;0;SF;3;2016
LWR;Baldwin, Doug;Lockett, Tyler;Richardson, Paul;Fuller, Jeff;Foxx, Deshon;SEA;3;2016
RWR;Kearse, Jermaine;Lockette, Ricardo;Smith, Kevin;Williams, Kasen;Goodley, Antwan;SEA;3;2016
RWR;0;0;0;0;Slavin, Tyler;SEA;3;2016
LWR;Britt, Kenny;Marquez, Bradley;Welker, Wes;Ferguson, Isiah;Long, Deon;LAR;3;2016
SWR;Austin, Tavon;Quick, Brian;Toon, Nick;Colter, Kain;0;LAR;3;2016
LWR;Watkins, Sammy;Hogan, Chris;Easley, Marcus;Lewis, Dezmin;Powell, Walter;BUF;2;2016
RWR;Woods, Robert;Goodwin, Marquise;Hankerson, Leonard;Harvin, Percy;Salas, Greg;BUF;2;2016
LWR;Jennings, Greg;Parker, Devante;0;0;0;MIA;2;2016
RWR;Stills, Kenny;Matthews, Rishard;0;0;0;MIA;2;2016
SWR;Landry, Jarvis;Hazel, Matt;0;0;0;MIA;2;2016
LWR;Amendola, Danny;Lafell, Brandon;Slater, Matthew;Gibson, Brandon;0;NE;2;2016
RWR;Edelman, Julian;Martin, Keshawn;Dobson, Aaron;Tyms, Brian;Harper, Chris;NE;2;2016
LWR;Marshall, Brandon;Smith, Devin;Enunwa, Quincy;Kerley, Jeremy;0;NYJ;2;2016
RWR;Decker, Eric;Thompkins, Kenbrell;Owusu, Chris;0;0;NYJ;2;2016
LWR;Bryant, Dez;Beasley, Cole;Mayle, Vince;Smith, Rodney;0;DAL;2;2016
RWR;Williams, Terrance;Street, Devin;Whitehead, Lucky;Butler, Brice;0;DAL;2;2016
LWR;Beckham Jr.,;Randle, Rueben;Davis, Geremy;Edwards, Ben;Harris, Marcus;NYG;2;2016
RWR;Cruz, Victor;Harris, Dwayne;White, Myles;Nicks, Hakeem;0;NYG;2;2016
LWR;Cooper, Riley;0;0;0;0;PHI;2;2016
RWR;Agholor, Nelson;Huff, Josh;Krause, Jonathan;0;0;PHI;2;2016
SWR;Matthews, Jordan;Ajirotutu, Seyi;0;0;0;PHI;2;2016
LWR;Garcon, Pierre;Roberts, Andre;Ross, Rashad;0;0;WAS;2;2016
RWR;Jackson, Desean;Grant, Ryan;0;0;0;WAS;2;2016
LWR;Aiken, Kamar;Perriman, Breshad;Waller, Darren;Brown, Daniel;Matthews, Chris;BAL;2;2016
RWR;Smith,sr, Steve;Brown, Marlon;Campanaro, Michael;Givens, Chris;Butler, Jeremy;BAL;2;2016
LWR;Green, Aj;Tate, Brandon;Alford, Mario;0;0;CIN;2;2016
RWR;Sanu, Mohamed;Jones, Marvin;Wright, James;0;0;CIN;2;2016
LWR;Hawkins, Andrew;Gabriel, Taylor;Moore, Marlon;Pryor, Terrelle;Hall, Rannell;CLE;2;2016
RWR;Benjamin, Travis;Hartline, Brian;Bowe, Dwayne;Jennings, Darius;0;CLE;2;2016
LWR;Brown, Antonio;Bryant, Martavis;Coates, Sammie;Rogers, Eli;0;PIT;2;2016
RWR;Wheaton, Markus;Heyward-bey, Darrius;Nelson, David;0;0;PIT;2;2016
LWR;Royal, Eddie;Bellamy, Josh;Mariani, Marc;Thompson, Deonte;0;CHI;2;2016
RWR;Jeffery, Alshon;Wilson, Marquess;Meredith, Cameron;0;0;CHI;2;2016
LWR;Tate, Golden;Moore, Lance;Jones, Tj;0;0;DET;2;2016
RWR;Johnson, Calvin;Fuller, Corey;0;0;0;DET;2;2016
LWR;Nelson, Jordy;Jones, James;Adams, Davante;Janis, Jeff;0;GB;2;2016
RWR;Cobb, Randall;Abbrederis, Jared;Montgomery, Ty;0;0;GB;2;2016
LWR;Diggs, Stefon;Johnson, Charles;Thielen, Adam;0;0;MIN;2;2016
RWR;Wallace, Mike;Wright, Jarius;Patterson, Cordarrelle;0;0;MIN;2;2016
LWR;Hopkins, Deandre;Shorts, Cecil;0;0;0;HOU;2;2016
RWR;Washington, Nate;Mumphery, Keith;Strong, Jaelen;0;0;HOU;2;2016
LWR;Johnson, Andre;Moncrief, Donte;Bray, Quan;0;0;IND;2;2016
RWR;Hilton, Ty;Dorsett, Phillip;0;0;0;IND;2;2016
LWR;Robinson, Allen;Walters, Bryan;Greene, Rashad;Copeland, Damian;Washington, Tony;JAX;2;2016
RWR;Hurns, Allen;Lee, Marqise;Sterling, Neal;Benn, Arrelious;0;JAX;2;2016
LWR;Douglas, Harry;Green-beckham, Dorial;Johnson, Damaris;0;0;TEN;2;2016
RWR;Wright, Kendall;Hunter, Justin;Mcbride, Tre;Turzilli, Andrew;0;TEN;2;2016
LWR;Jones, Julio;Hardy, Justin;Hester, Devin;0;0;ATL;2;2016
RWR;White, Roddy;Weems, Eric;Williams, Nick;0;0;ATL;2;2016
LWR;Brown, Corey;Cotchery, Jerricho;Bersin, Brenton;0;0;CAR;2;2016
RWR;Ginn, Ted;Funchess, Devin;Norwood, Kevin;0;0;CAR;2;2016
LWR;Colston, Marques;Snead, Willie;Jones, Seantavius;0;0;NO;2;2016
RWR;Cooks, Brandin;Coleman, Brandon;0;0;0;NO;2;2016
LWR;Jackson, Vincent;Dye, Donteea;Spencer, Evan;Bell, Kenny;0;TB;2;2016
RWR;Evans, Mike;Humphries, Adam;Shepard, Russell;Murphy, Louis;0;TB;2;2016
LWR;Thomas, Demaryius;Caldwell, Andre;Fowler, Bennie;0;0;DEN;2;2016
RWR;Sanders, Emmanuel;Latimer, Cody;Norwood, Jordan;0;0;DEN;2;2016
LWR;Wilson, Albert;Hammond, Frankie;0;0;0;KC;2;2016
RWR;Maclin, Jeremy;Avant, Jason;Conley, Chris;0;0;KC;2;2016
LWR;Crabtree, Michael;Roberts, Seth;Ross, Jeremy;Debose, Andre;0;LV;2;2016
RWR;Cooper, Amari;Streater, Rod;Holmes, Andre;0;0;LV;2;2016
LWR;Floyd, Malcom;Herndon, Javontee;0;0;0;LAC;2;2016
RWR;Allen, Keenan;Inman, Dontrelle;Williams, Tyrell;0;0;LAC;2;2016
SWR;Johnson, Stevie;0;0;0;0;LAC;2;2016
LWR;Fitzgerald, Larry;Brown, Jaron;Golden, Brittan;0;0;ARZ;2;2016
RWR;Floyd, Michael;Brown, John;Nelson, Jj;0;0;ARZ;2;2016
LWR;Boldin, Anquan;Patton, Quinton;Ellington, Bruce;Anderson, Dres;0;SF;2;2016
RWR;Smith, Torrey;White, Deandrew;Simpson, Jerome;0;0;SF;2;2016
LWR;Baldwin, Doug;Lockett, Tyler;Richardson, Paul;0;0;SEA;2;2016
RWR;Kearse, Jermaine;Lockette, Ricardo;Smith, Kevin;Williams, Kasen;0;SEA;2;2016
LWR;Britt, Kenny;Marquez, Bradley;Welker, Wes;Ferguson, Isiah;0;LAR;2;2016
SWR;Austin, Tavon;Quick, Brian;Toon, Nick;0;0;LAR;2;2016
LWR;Watkins, Sammy;Hogan, Chris;Powell, Walter;0;0;BUF;1;2016
RWR;Lewis, Dezmin;Salas, Greg;Hankerson, Leonard;0;0;BUF;1;2016
LWR;Stills, Kenny;Parker, Devante;0;0;0;MIA;1;2016
RWR;Matthews, Rishard;Hazel, Matt;0;0;0;MIA;1;2016
SWR;Landry, Jarvis;Jennings, Greg;0;0;0;MIA;1;2016
LWR;Amendola, Danny;Slater, Matthew;Harper, Chris;0;0;NE;1;2016
RWR;Lafell, Brandon;Martin, Keshawn;Edelman, Julian;0;0;NE;1;2016
LWR;Marshall, Brandon;Enunwa, Quincy;Kerley, Jeremy;0;0;NYJ;1;2016
RWR;Decker, Eric;Thompkins, Kenbrell;0;0;0;NYJ;1;2016
LWR;Street, Devin;Beasley, Cole;Mayle, Vince;Smith, Rodney;0;DAL;1;2016
RWR;Williams, Terrance;Whitehead, Lucky;Butler, Brice;0;0;DAL;1;2016
LWR;Beckham Jr.,;Randle, Rueben;Davis, Geremy;Edwards, Ben;0;NYG;1;2016
RWR;Harris, Dwayne;White, Myles;Nicks, Hakeem;0;0;NYG;1;2016
LWR;Cooper, Riley;0;0;0;0;PHI;1;2016
RWR;Agholor, Nelson;Huff, Josh;Krause, Jonathan;0;0;PHI;1;2016
SWR;Matthews, Jordan;Ajirotutu, Seyi;0;0;0;PHI;1;2016
LWR;Garcon, Pierre;Ross, Rashad;0;0;0;WAS;1;2016
RWR;Jackson, Desean;Grant, Ryan;0;0;0;WAS;1;2016
LWR;Aiken, Kamar;Clay, Kaelin;Brown, Daniel;Matthews, Chris;0;BAL;1;2016
RWR;Givens, Chris;Butler, Jeremy;0;0;0;BAL;1;2016
LWR;Green, Aj;Tate, Brandon;Alford, Mario;0;0;CIN;1;2016
RWR;Sanu, Mohamed;Jones, Marvin;0;0;0;CIN;1;2016
LWR;Gabriel, Taylor;Moore, Marlon;Pryor, Terrelle;Hall, Rannell;0;CLE;1;2016
RWR;Benjamin, Travis;Bowe, Dwayne;Jennings, Darius;0;0;CLE;1;2016
LWR;Brown, Antonio;Bryant, Martavis;Coates, Sammie;0;0;PIT;1;2016
RWR;Wheaton, Markus;Heyward-bey, Darrius;Jones, Jacoby;0;0;PIT;1;2016
LWR;Bellamy, Josh;Mariani, Marc;Thompson, Deonte;0;0;CHI;1;2016
RWR;Meredith, Cameron;Royal, Eddie;0;0;0;CHI;1;2016
LWR;Tate, Golden;Moore, Lance;Jones, Tj;0;0;DET;1;2016
RWR;Johnson, Calvin;Fuller, Corey;0;0;0;DET;1;2016
LWR;Adams, Davante;Jones, James;Janis, Jeff;0;0;GB;1;2016
RWR;Cobb, Randall;Abbrederis, Jared;0;0;0;GB;1;2016
LWR;Diggs, Stefon;Johnson, Charles;Thielen, Adam;0;0;MIN;1;2016
RWR;Wallace, Mike;Wright, Jarius;Patterson, Cordarrelle;0;0;MIN;1;2016
LWR;Hopkins, Deandre;Shorts, Cecil;0;0;0;HOU;1;2016
RWR;Washington, Nate;Mumphery, Keith;Strong, Jaelen;0;0;HOU;1;2016
LWR;Johnson, Andre;Moncrief, Donte;Bray, Quan;0;0;IND;1;2016
RWR;Hilton, Ty;Dorsett, Phillip;0;0;0;IND;1;2016
LWR;Robinson, Allen;Walters, Bryan;Greene, Rashad;0;0;JAX;1;2016
RWR;Hurns, Allen;Lee, Marqise;Sterling, Neal;0;0;JAX;1;2016
LWR;Douglas, Harry;Green-beckham, Dorial;Johnson, Damaris;0;0;TEN;1;2016
RWR;Wright, Kendall;Mcbride, Tre;Turzilli, Andrew;0;0;TEN;1;2016
LWR;Jones, Julio;Hardy, Justin;Hester, Devin;0;0;ATL;1;2016
RWR;White, Roddy;Weems, Eric;Williams, Nick;0;0;ATL;1;2016
LWR;Brown, Corey;Cotchery, Jerricho;Bersin, Brenton;0;0;CAR;1;2016
RWR;Ginn, Ted;Funchess, Devin;Norwood, Kevin;0;0;CAR;1;2016
LWR;Colston, Marques;Snead, Willie;Jones, Seantavius;0;0;NO;1;2016
RWR;Cooks, Brandin;Coleman, Brandon;0;0;0;NO;1;2016
LWR;Dye, Donteea;Spencer, Evan;0;0;0;TB;1;2016
RWR;Evans, Mike;Humphries, Adam;Shepard, Russell;0;0;TB;1;2016
LWR;Thomas, Demaryius;Caldwell, Andre;Fowler, Bennie;0;0;DEN;1;2016
RWR;Sanders, Emmanuel;Latimer, Cody;Norwood, Jordan;0;0;DEN;1;2016
LWR;Wilson, Albert;Hammond, Frankie;0;0;0;KC;1;2016
RWR;Maclin, Jeremy;Avant, Jason;Conley, Chris;0;0;KC;1;2016
LWR;Crabtree, Michael;Roberts, Seth;Ross, Jeremy;0;0;LV;1;2016
RWR;Cooper, Amari;Streater, Rod;Holmes, Andre;0;0;LV;1;2016
LWR;Floyd, Malcom;Herndon, Javontee;0;0;0;LAC;1;2016
RWR;Inman, Dontrelle;Williams, Tyrell;0;0;0;LAC;1;2016
SWR;Johnson, Stevie;0;0;0;0;LAC;1;2016
LWR;Fitzgerald, Larry;Brown, Jaron;Golden, Brittan;0;0;ARZ;1;2016
RWR;Floyd, Michael;Brown, John;Nelson, Jj;0;0;ARZ;1;2016
LWR;Boldin, Anquan;Patton, Quinton;Ellington, Bruce;0;0;SF;1;2016
RWR;Smith, Torrey;White, Deandrew;Simpson, Jerome;0;0;SF;1;2016
LWR;Baldwin, Doug;Lockett, Tyler;Williams, Kasen;0;0;SEA;1;2016
RWR;Kearse, Jermaine;Smith, Kevin;0;0;0;SEA;1;2016
LWR;Britt, Kenny;Marquez, Bradley;Welker, Wes;0;0;LAR;1;2016
SWR;Austin, Tavon;Quick, Brian;0;0;0;LAR;1;2016
LWR;Watkins, Sammy;Hogan, Chris;Thigpen, Marcus;0;0;BUF;12;2015
RWR;Woods, Robert;Easley, Marcus;0;0;0;BUF;12;2015
LWR;Stills, Kenny;Parker, Devante;0;0;0;MIA;12;2015
RWR;Matthews, Rishard;Hazel, Matt;0;0;0;MIA;12;2015
SWR;Landry, Jarvis;Jennings, Greg;0;0;0;MIA;12;2015
LWR;Amendola, Danny;Slater, Matthew;0;0;0;NE;12;2015
RWR;Lafell, Brandon;Martin, Keshawn;Edelman, Julian;0;0;NE;12;2015
LWR;Marshall, Brandon;Enunwa, Quincy;Kerley, Jeremy;0;0;NYJ;12;2015
RWR;Decker, Eric;Smith, Devin;Thompkins, Kenbrell;0;0;NYJ;12;2015
LWR;Bryant, Dez;Street, Devin;Beasley, Cole;0;0;DAL;12;2015
RWR;Williams, Terrance;Whitehead, Lucky;Butler, Brice;0;0;DAL;12;2015
LWR;Beckham Jr.,;Randle, Rueben;Davis, Geremy;0;0;NYG;12;2015
RWR;Harris, Dwayne;White, Myles;Nicks, Hakeem;0;0;NYG;12;2015
LWR;Cooper, Riley;Austin, Miles;0;0;0;PHI;12;2015
RWR;Agholor, Nelson;Huff, Josh;Krause, Jonathan;0;0;PHI;12;2015
SWR;Matthews, Jordan;Ajirotutu, Seyi;0;0;0;PHI;12;2015
LWR;Garcon, Pierre;Roberts, Andre;Ross, Rashad;0;0;WAS;12;2015
RWR;Jackson, Desean;Grant, Ryan;Crowder, Jamison;0;0;WAS;12;2015
LWR;Aiken, Kamar;Clay, Kaelin;Brown, Daniel;0;0;BAL;12;2015
RWR;Brown, Marlon;Givens, Chris;Butler, Jeremy;0;0;BAL;12;2015
LWR;Green, Aj;Tate, Brandon;Alford, Mario;0;0;CIN;12;2015
RWR;Sanu, Mohamed;Jones, Marvin;0;0;0;CIN;12;2015
LWR;Hartline, Brian;Gabriel, Taylor;Moore, Marlon;0;0;CLE;12;2015
RWR;Benjamin, Travis;Bowe, Dwayne;Hawkins, Andrew;0;0;CLE;12;2015
LWR;Brown, Antonio;Bryant, Martavis;Coates, Sammie;0;0;PIT;12;2015
RWR;Wheaton, Markus;Heyward-bey, Darrius;Jones, Jacoby;0;0;PIT;12;2015
LWR;Wilson, Marquess;Bellamy, Josh;Mariani, Marc;Thompson, Deonte;0;CHI;12;2015
RWR;Jeffery, Alshon;Meredith, Cameron;Royal, Eddie;0;0;CHI;12;2015
LWR;Tate, Golden;Moore, Lance;Jones, Tj;0;0;DET;12;2015
RWR;Johnson, Calvin;Fuller, Corey;0;0;0;DET;12;2015
LWR;Adams, Davante;Jones, James;Janis, Jeff;0;0;GB;12;2015
RWR;Cobb, Randall;Montgomery, Ty;Abbrederis, Jared;0;0;GB;12;2015
LWR;Diggs, Stefon;Johnson, Charles;Thielen, Adam;0;0;MIN;12;2015
RWR;Wallace, Mike;Wright, Jarius;Patterson, Cordarrelle;0;0;MIN;12;2015
LWR;Hopkins, Deandre;Shorts, Cecil;0;0;0;HOU;12;2015
RWR;Washington, Nate;Mumphery, Keith;Strong, Jaelen;0;0;HOU;12;2015
LWR;Johnson, Andre;Moncrief, Donte;Bray, Quan;0;0;IND;12;2015
RWR;Hilton, Ty;Dorsett, Phillip;Whalen, Griff;0;0;IND;12;2015
LWR;Robinson, Allen;Walters, Bryan;Greene, Rashad;0;0;JAX;12;2015
RWR;Hurns, Allen;Lee, Marqise;Sterling, Neal;0;0;JAX;12;2015
LWR;Douglas, Harry;Green-beckham, Dorial;0;0;0;TEN;12;2015
RWR;Wright, Kendall;Mcbride, Tre;Turzilli, Andrew;0;0;TEN;12;2015
LWR;Jones, Julio;Hankerson, Leonard;Hardy, Justin;0;0;ATL;12;2015
RWR;White, Roddy;Weems, Eric;Williams, Nick;0;0;ATL;12;2015
LWR;Brown, Corey;Cotchery, Jerricho;Bersin, Brenton;0;0;CAR;12;2015
RWR;Ginn, Ted;Funchess, Devin;Norwood, Kevin;0;0;CAR;12;2015
LWR;Colston, Marques;Snead, Willie;Graham, Tj;0;0;NO;12;2015
RWR;Cooks, Brandin;Coleman, Brandon;0;0;0;NO;12;2015
LWR;Jackson, Vincent;Dye, Donteea;0;0;0;TB;12;2015
RWR;Evans, Mike;Humphries, Adam;Shepard, Russell;0;0;TB;12;2015
LWR;Thomas, Demaryius;Caldwell, Andre;Fowler, Bennie;0;0;DEN;12;2015
RWR;Sanders, Emmanuel;Latimer, Cody;Norwood, Jordan;0;0;DEN;12;2015
LWR;Wilson, Albert;Thomas, De'anthony;Hammond, Frankie;0;0;KC;12;2015
RWR;Maclin, Jeremy;Avant, Jason;Conley, Chris;0;0;KC;12;2015
LWR;Crabtree, Michael;Roberts, Seth;Ross, Jeremy;0;0;LV;12;2015
RWR;Cooper, Amari;Streater, Rod;Holmes, Andre;0;0;LV;12;2015
LWR;Floyd, Malcom;Herndon, Javontee;0;0;0;LAC;12;2015
RWR;Inman, Dontrelle;Williams, Tyrell;0;0;0;LAC;12;2015
SWR;Johnson, Stevie;0;0;0;0;LAC;12;2015
LWR;Fitzgerald, Larry;Brown, Jaron;Golden, Brittan;0;0;ARZ;12;2015
RWR;Floyd, Michael;Brown, John;Nelson, Jj;0;0;ARZ;12;2015
LWR;Boldin, Anquan;Patton, Quinton;Ellington, Bruce;0;0;SF;12;2015
RWR;Smith, Torrey;White, Deandrew;Simpson, Jerome;0;0;SF;12;2015
LWR;Baldwin, Doug;Lockett, Tyler;Daniels, Bj;0;0;SEA;12;2015
RWR;Kearse, Jermaine;Richardson, Paul;Smith, Kevin;0;0;SEA;12;2015
LWR;Britt, Kenny;Marquez, Bradley;Welker, Wes;0;0;LAR;12;2015
SWR;Austin, Tavon;Quick, Brian;0;0;0;LAR;12;2015
LWR;Hogan, Chris;Easley, Marcus;Watkins, Sammy;0;0;BUF;11;2015
RWR;Woods, Robert;Moore, Denarius;Harvin, Percy;0;0;BUF;11;2015
LWR;Jennings, Greg;Parker, Devante;0;0;0;MIA;11;2015
RWR;Stills, Kenny;Matthews, Rishard;0;0;0;MIA;11;2015
SWR;Landry, Jarvis;Hazel, Matt;0;0;0;MIA;11;2015
LWR;Amendola, Danny;Slater, Matthew;Martin, Keshawn;0;0;NE;11;2015
RWR;Edelman, Julian;Dobson, Aaron;Lafell, Brandon;0;0;NE;11;2015
LWR;Marshall, Brandon;Kerley, Jeremy;Smith, Devin;0;0;NYJ;11;2015
RWR;Decker, Eric;Thompkins, Kenbrell;0;0;0;NYJ;11;2015
LWR;Bryant, Dez;Street, Devin;Beasley, Cole;0;0;DAL;11;2015
RWR;Williams, Terrance;Whitehead, Lucky;Butler, Brice;0;0;DAL;11;2015
LWR;Beckham Jr.,;Randle, Rueben;Davis, Geremy;0;0;NYG;11;2015
RWR;Harris, Dwayne;White, Myles;Cruz, Victor;0;0;NYG;11;2015
LWR;Cooper, Riley;Austin, Miles;0;0;0;PHI;11;2015
RWR;Huff, Josh;Agholor, Nelson;0;0;0;PHI;11;2015
SWR;Matthews, Jordan;Ajirotutu, Seyi;0;0;0;PHI;11;2015
LWR;Garcon, Pierre;Roberts, Andre;Ross, Rashad;0;0;WAS;11;2015
RWR;Grant, Ryan;Crowder, Jamison;Jackson, Desean;0;0;WAS;11;2015
LWR;Aiken, Kamar;Givens, Chris;Ross, Jeremy;Perriman, Breshad;0;BAL;11;2015
RWR;Smith,sr, Steve;Brown, Marlon;Butler, Jeremy;0;0;BAL;11;2015
LWR;Green, Aj;Tate, Brandon;Alford, Mario;0;0;CIN;11;2015
RWR;Sanu, Mohamed;Jones, Marvin;0;0;0;CIN;11;2015
LWR;Hawkins, Andrew;Gabriel, Taylor;Moore, Marlon;0;0;CLE;11;2015
RWR;Benjamin, Travis;Hartline, Brian;Bowe, Dwayne;0;0;CLE;11;2015
LWR;Brown, Antonio;Bryant, Martavis;Coates, Sammie;0;0;PIT;11;2015
RWR;Wheaton, Markus;Heyward-bey, Darrius;Archer, Dri;0;0;PIT;11;2015
LWR;Royal, Eddie;Bellamy, Josh;Mariani, Marc;0;0;CHI;11;2015
RWR;Wilson, Marquess;Meredith, Cameron;Jeffery, Alshon;0;0;CHI;11;2015
LWR;Tate, Golden;Moore, Lance;Jones, Tj;0;0;DET;11;2015
RWR;Johnson, Calvin;Fuller, Corey;0;0;0;DET;11;2015
LWR;Adams, Davante;Janis, Jeff;Abbrederis, Jared;0;0;GB;11;2015
RWR;Cobb, Randall;Montgomery, Ty;0;0;0;GB;11;2015
LWR;Johnson, Charles;Thielen, Adam;Diggs, Stefon;0;0;MIN;11;2015
RWR;Wallace, Mike;Patterson, Cordarrelle;Wright, Jarius;0;0;MIN;11;2015
LWR;Hopkins, Deandre;Shorts, Cecil;0;0;0;HOU;11;2015
RWR;Washington, Nate;Mumphery, Keith;Strong, Jaelen;0;0;HOU;11;2015
LWR;Johnson, Andre;Moncrief, Donte;Bray, Quan;0;0;IND;11;2015
RWR;Hilton, Ty;Dorsett, Phillip;Whalen, Griff;0;0;IND;11;2015
LWR;Robinson, Allen;Walters, Bryan;Sterling, Neal;0;0;JAX;11;2015
RWR;Hurns, Allen;Lee, Marqise;0;0;0;JAX;11;2015
LWR;Douglas, Harry;Green-beckham, Dorial;Richardson, Rico;0;0;TEN;11;2015
RWR;Wright, Kendall;Hunter, Justin;0;0;0;TEN;11;2015
LWR;Jones, Julio;Hankerson, Leonard;Hardy, Justin;0;0;ATL;11;2015
RWR;White, Roddy;Weems, Eric;Williams, Nick;0;0;ATL;11;2015
LWR;Brown, Corey;Cotchery, Jerricho;Norwood, Kevin;0;0;CAR;11;2015
RWR;Ginn, Ted;Funchess, Devin;Bersin, Brenton;0;0;CAR;11;2015
LWR;Snead, Willie;Colston, Marques;0;0;0;NO;11;2015
RWR;Cooks, Brandin;Coleman, Brandon;0;0;0;NO;11;2015
LWR;Jackson, Vincent;Humphries, Adam;0;0;0;TB;11;2015
RWR;Evans, Mike;Shepard, Russell;Dye, Donteea;0;0;TB;11;2015
LWR;Thomas, Demaryius;Caldwell, Andre;Fowler, Bennie;0;0;DEN;11;2015
RWR;Sanders, Emmanuel;Latimer, Cody;Norwood, Jordan;0;0;DEN;11;2015
LWR;Wilson, Albert;Thomas, De'anthony;Hammond, Frankie;0;0;KC;11;2015
RWR;Maclin, Jeremy;Avant, Jason;Conley, Chris;0;0;KC;11;2015
LWR;Crabtree, Michael;Roberts, Seth;Powell, Walter;0;0;LV;11;2015
RWR;Cooper, Amari;Streater, Rod;Holmes, Andre;0;0;LV;11;2015
LWR;Floyd, Malcom;Jones, Jacoby;0;0;0;LAC;11;2015
RWR;Allen, Keenan;Inman, Dontrelle;0;0;0;LAC;11;2015
SWR;Johnson, Stevie;0;0;0;0;LAC;11;2015
LWR;Fitzgerald, Larry;Brown, Jaron;Golden, Brittan;0;0;ARZ;11;2015
RWR;Floyd, Michael;Brown, John;Nelson, Jj;0;0;ARZ;11;2015
LWR;Boldin, Anquan;Patton, Quinton;Ellington, Bruce;0;0;SF;11;2015
RWR;Smith, Torrey;Simpson, Jerome;White, Deandrew;0;0;SF;11;2015
LWR;Baldwin, Doug;Lockett, Tyler;0;0;0;SEA;11;2015
RWR;Kearse, Jermaine;Lockette, Ricardo;Matthews, Chris;0;0;SEA;11;2015
LWR;Britt, Kenny;Bailey, Stedman;0;0;0;LAR;11;2015
SWR;Austin, Tavon;Quick, Brian;Marquez, Bradley;0;0;LAR;11;2015
LWR;Watkins, Sammy;Hogan, Chris;Easley, Marcus;0;0;BUF;10;2015
RWR;Harvin, Percy;Woods, Robert;Goodwin, Marquise;Thigpen, Marcus;0;BUF;10;2015
LWR;Jennings, Greg;Parker, Devante;0;0;0;MIA;10;2015
RWR;Stills, Kenny;Matthews, Rishard;0;0;0;MIA;10;2015
SWR;Landry, Jarvis;Hazel, Matt;0;0;0;MIA;10;2015
LWR;Amendola, Danny;Slater, Matthew;Martin, Keshawn;0;0;NE;10;2015
RWR;Edelman, Julian;Dobson, Aaron;0;0;0;NE;10;2015
LWR;Marshall, Brandon;Kerley, Jeremy;Smith, Devin;0;0;NYJ;10;2015
RWR;Decker, Eric;Enunwa, Quincy;Owusu, Chris;0;0;NYJ;10;2015
LWR;Street, Devin;Beasley, Cole;Bryant, Dez;0;0;DAL;10;2015
RWR;Williams, Terrance;Whitehead, Lucky;Butler, Brice;0;0;DAL;10;2015
LWR;Beckham Jr.,;Randle, Rueben;Davis, Geremy;0;0;NYG;10;2015
RWR;Harris, Dwayne;Cruz, Victor;0;0;0;NYG;10;2015
LWR;Cooper, Riley;Austin, Miles;0;0;0;PHI;10;2015
RWR;Huff, Josh;Agholor, Nelson;0;0;0;PHI;10;2015
SWR;Matthews, Jordan;Ajirotutu, Seyi;0;0;0;PHI;10;2015
LWR;Garcon, Pierre;Roberts, Andre;Ross, Rashad;0;0;WAS;10;2015
RWR;Grant, Ryan;Crowder, Jamison;Jackson, Desean;0;0;WAS;10;2015
LWR;Aiken, Kamar;Campanaro, Michael;Perriman, Breshad;0;0;BAL;10;2015
RWR;Smith,sr, Steve;Brown, Marlon;Waller, Darren;0;0;BAL;10;2015
LWR;Green, Aj;Tate, Brandon;Alford, Mario;0;0;CIN;10;2015
RWR;Sanu, Mohamed;Jones, Marvin;Little, Greg;0;0;CIN;10;2015
LWR;Hawkins, Andrew;Gabriel, Taylor;Moore, Marlon;0;0;CLE;10;2015
RWR;Benjamin, Travis;Hartline, Brian;Bowe, Dwayne;0;0;CLE;10;2015
LWR;Brown, Antonio;Coates, Sammie;0;0;0;PIT;10;2015
RWR;Wheaton, Markus;Heyward-bey, Darrius;0;0;0;PIT;10;2015
LWR;Royal, Eddie;Bellamy, Josh;Mariani, Marc;0;0;CHI;10;2015
RWR;Jeffery, Alshon;Wilson, Marquess;Meredith, Cameron;0;0;CHI;10;2015
LWR;Tate, Golden;Moore, Lance;Jones, Tj;0;0;DET;10;2015
RWR;Johnson, Calvin;Fuller, Corey;0;0;0;DET;10;2015
LWR;Adams, Davante;Janis, Jeff;0;0;0;GB;10;2015
RWR;Cobb, Randall;Montgomery, Ty;0;0;0;GB;10;2015
LWR;Johnson, Charles;Thielen, Adam;Diggs, Stefon;0;0;MIN;10;2015
RWR;Wallace, Mike;Patterson, Cordarrelle;Wright, Jarius;0;0;MIN;10;2015
LWR;Hopkins, Deandre;Shorts, Cecil;Worthy, Chandler;0;0;HOU;10;2015
RWR;Washington, Nate;Strong, Jaelen;Mumphery, Keith;0;0;HOU;10;2015
LWR;Johnson, Andre;Moncrief, Donte;0;0;0;IND;10;2015
RWR;Hilton, Ty;Dorsett, Phillip;Whalen, Griff;0;0;IND;10;2015
LWR;Hurns, Allen;Lee, Marqise;Washington, Tony;0;0;JAX;10;2015
RWR;Robinson, Allen;Walters, Bryan;0;0;0;JAX;10;2015
LWR;Douglas, Harry;Green-beckham, Dorial;0;0;0;TEN;10;2015
RWR;Wright, Kendall;Hunter, Justin;0;0;0;TEN;10;2015
LWR;Jones, Julio;Hankerson, Leonard;Hardy, Justin;0;0;ATL;10;2015
RWR;White, Roddy;Hester, Devin;Weems, Eric;Williams, Nick;0;ATL;10;2015
