,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 11_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 16_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Sk,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Sk,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 53_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
469,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",51,76%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,10,29%,,,,,,,,,1.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-13,,,,,,,,,,17.0,,,19.0,,24.193,NWE,,HOU,W 41-28
470,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",16,19%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,5,19%,,,,,,,,,2.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-20,,,,,,,,,,18.0,,,20.0,,24.2,NWE,,BAL,L 13-28
471,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",74,100%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,6.00,6.00,6,,,,,10,29%,,,,,,,,,3.0,*,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-11,,,,,,,,,,17.0,,,19.0,,25.191,NWE,,IND,W 43-22
472,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",50,85%,,,,,,,,,,,,TE,,,,,66.7%,2,0,3,16.50,11.00,33,,,,,9,39%,,,,,,,,,4.0,*,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,18.0,,,20.0,,25.199,NWE,@,DEN,L 16-26
473,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",30,44%,,,,,,,,,,,,TE,,,,,100.0%,4,0,4,10.75,10.75,43,,,,,6,19%,,,,,,,,,5.0,,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-10,,,,,,,,,,17.0,,,19.0,,26.19,NWE,,BAL,W 35-31
474,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",30,38%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,6.00,6.00,6,,,,,10,36%,,,,,,,,,6.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,18.0,,,20.0,,26.198,NWE,,IND,W 45-7
475,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",10,14%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,4.00,4.00,4,,,,,9,32%,,,,,,,,,7.0,*,,,,,,,2014.0,,,,,,,,,,,,,,,2015-02-01,,,,,,,,,,19.0,,,21.0,,26.212,NWE,N,SEA,W 28-24
476,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",28,48%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,1,3%,,,,,,,,,8.0,,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-07,,,,,,,,,,17.0,,,18.0,,29.187,NOR,,CAR,W 31-26
477,,,,,0,0%,,,,,,,,,,,"Hoomanawanui, Michael",21,31%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,0,0%,,,,,,,,,9.0,*,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-14,,,,,,,,,,18.0,,,19.0,,29.194,NOR,@,MIN,L 24-29
478,,,,,,,,,,,,,,,,,"Hoomanawanui, Michael",,,,,,,,,,,,,,TE,,,,,90.0%,9,0,10,10.22,9.20,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Games,,,,,,,,,,,,,,,,,,,6-3-0
479,,,,,Inactive,Inactive,,,,,,,,,,,"Gordon, Richard",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2013.0,,,,,,,,,,,,,,,2014-01-04,,,,,,,,,,,,,18.0,,,KAN,@,IND,L 44-45
480,,,,,0.0,0%,,,,,,,,,,,"Stocker, Luke",18.0,26%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,4.0,17%,,,,,,,,,1.0,,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-06,,,,,,,,,,17.0,,,18.0,,29.173,TEN,@,KAN,W 22-21
481,,,,,0.0,0%,,,,,,,,,,,"Stocker, Luke",14.0,21%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,8.0,28%,,,,,,,,,2.0,,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-13,,,,,,,,,,18.0,,,19.0,,29.18,TEN,@,NWE,L 14-35
482,,,,,,,,,,,,,,,,,"Stocker, Luke",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,1-1-0
483,,,,,,,0,,0,0,0,0,,,,,"Quarless, Andrew",,,,,,,,,,,,,,TE,,,,,66.7%,2,0,3,13.50,9.00,27,,,,,,,,0,0,,,,,,1.0,*,,,,,,,2010.0,,,,,,,,,,,,,,,2011-01-09,,,,,,,,,,17.0,,,18.0,,22.095,GNB,@,PHI,W 21-16
484,,,,,,,0,,0,0,0,0,,,,,"Quarless, Andrew",,,,,,,,,,,,,,TE,,,,,100.0%,2,0,2,7.00,7.00,14,,,,,,,,0,0,,,,,,2.0,,,,,,,,2010.0,,,,,,,,,,,,,,,2011-01-15,,,,,,,,,,18.0,,,19.0,,22.101,GNB,@,ATL,W 48-21
