,Def Interceptions_Int,Def Interceptions_PD,Def Interceptions_TD,Def Interceptions_Yds,Def. Snaps_Num,Def. Snaps_Pct,Fumbles_FF,Fumbles_FL,Fumbles_FR,Fumbles_Fmb,Fumbles_TD,Fumbles_Yds,Kick Returns_Rt,Kick Returns_TD,Kick Returns_Y/Rt,Kick Returns_Yds,Name_,Off. Snaps_Num,Off. Snaps_Pct,Passing_AY/A,Passing_Att,Passing_Cmp,Passing_Cmp%,Passing_Int,Passing_Rate,Passing_Sk,Passing_TD,Passing_Y/A,Passing_Yds,Passing_Yds.1,Pos_,Punt Returns_Ret,Punt Returns_TD,Punt Returns_Y/R,Punt Returns_Yds,Receiving_Ctch%,Receiving_Rec,Receiving_TD,Receiving_Tgt,Receiving_Y/R,Receiving_Y/Tgt,Receiving_Yds,Rushing_Att,Rushing_TD,Rushing_Y/A,Rushing_Yds,ST Snaps_Num,ST Snaps_Pct,Scoring_2PM,Scoring_Pts,Scoring_TD,Tackles_Ast,Tackles_Comb,Tackles_QBHits,Tackles_Solo,Tackles_TFL,Unnamed: 0_level_0_Rk,Unnamed: 10_level_0_GS,Unnamed: 11_level_0_Sk,Unnamed: 15_level_0_Sk,Unnamed: 16_level_0_Status,Unnamed: 17_level_0_Status,Unnamed: 18_level_0_Sk,Unnamed: 18_level_0_Status,Unnamed: 1_level_0_Year,Unnamed: 20_level_0_Sk,Unnamed: 20_level_0_Status,Unnamed: 21_level_0_Sk,Unnamed: 21_level_0_Status,Unnamed: 22_level_0_Sk,Unnamed: 23_level_0_Status,Unnamed: 24_level_0_Sk,Unnamed: 24_level_0_Status,Unnamed: 25_level_0_Sk,Unnamed: 26_level_0_Sk,Unnamed: 26_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 28_level_0_Status,Unnamed: 29_level_0_Status,Unnamed: 2_level_0_Date,Unnamed: 30_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 32_level_0_Status,Unnamed: 33_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 35_level_0_Sk,Unnamed: 36_level_0_Status,Unnamed: 37_level_0_Status,Unnamed: 38_level_0_Status,Unnamed: 3_level_0_G#,Unnamed: 40_level_0_Status,Unnamed: 44_level_0_Status,Unnamed: 4_level_0_Week,Unnamed: 53_level_0_Status,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Tm,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Opp,Unnamed: 9_level_0_Result
585,,,,,0,0%,,,,,,,,,,,"Allen, Dwayne",27,28%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,0,0%,,0,0,,,,,,9.0,*,,,,,,,2018.0,,,,,,,,,,,,,,,2019-01-20,,,,,,,,,,18.0,,,20.0,,28.33,NWE,@,KAN,W 37-31
586,,,,,0,0%,,,,,,,,,,,"Allen, Dwayne",21,29%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,,,,,0,0%,,0,0,,,,,,10.0,,,,,,,,2018.0,,,,,,,,,,,,,,,2019-02-03,,,,,,,,,,19.0,,,21.0,,28.344,NWE,N,LAR,W 13-3
587,,,,,,,,,,,,,,,,,"Allen, Dwayne",,,,,,,,,,,,,,TE,,,,,78.9%,15,1,19,9.40,7.42,141,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Games,,,,,,,,,,,,,,,,,,,7-3-0
588,,,,,Inactive,Inactive,,,,,,,,,,,"Palmer, Michael",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,Inactive,1.0,Inactive,Inactive,,,,,,2010.0,,,,,,Inactive,,,,,,,,,2011-01-15,,,,,,,,,,,,,19.0,,,ATL,,GNB,L 21-48
589,,,,,,,,,,,,,,,,,"Palmer, Michael",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,1,3,0,2,0,2.0,,0.0,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-08,,,,,,,,,,17.0,,,18.0,,23.355,ATL,@,NYG,L 2-24
590,,,,,0,0%,,,,,,,,,,,"Palmer, Michael",15,24%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,14,50%,,,,1,1,0,0,0,3.0,*,0.0,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-13,,,,,,,,,,17.0,,,19.0,,24.361,ATL,,SEA,W 30-28
591,,,,,0,0%,,,,,,,,,,,"Palmer, Michael",6,9%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,11,46%,,,,,,0,,0,4.0,,0.0,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-20,,,,,,,,,,18.0,,,20.0,,25.002,ATL,,SFO,L 24-28
592,,,,,Inactive,Inactive,,,,,,,,,,,"Palmer, Michael",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive,Inactive,5.0,Inactive,Inactive,,,,,,2014.0,,,,,,Inactive,,,,,,,,,2015-01-03,,,,,,,,,,,,,18.0,,,PIT,,BAL,L 17-30
593,,,,,,,,,,,,,,,,,"Palmer, Michael",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,2,4,0,2,0,,,0.0,,,,,,,,,,,,,,,,,,,,,3 Games,,,,,,,,,,,,,,,,,,,1-2-0
594,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",3,4%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,12,38%,,,,,,,,,1.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-12,,,,,,,,,,17.0,,,19.0,,24.228,SFO,,GNB,W 45-31
595,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",1,2%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,5,21%,,,,,,,,,2.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-20,,,,,,,,,,18.0,,,20.0,,24.236,SFO,@,ATL,W 28-24
596,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",3,5%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,14,41%,,,,,,,,,3.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-02-03,,,,,,,,,,19.0,,,21.0,,24.25,SFO,N,BAL,L 31-34
597,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",5,8%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,6.00,6.00,6,,,,,5,19%,,,,,,,,,4.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,17.0,,,18.0,,25.221,SFO,@,GNB,W 23-20
598,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",13,20%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,5,24%,,,,,,,,,5.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,18.0,,,19.0,,25.228,SFO,@,CAR,W 23-10
599,,,,,0,0%,,,,,,,,,,,"Celek, Garrett",6,11%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,3,12%,,,,,,,,,6.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,19.0,,,20.0,,25.235,SFO,@,SEA,L 17-23
600,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Celek, Garrett",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,7.0,Injured Reserve,,,,,,,2019.0,,,,,,,,Injured Reserve,,,,,,,2020-01-11,,,,,,,,,,,,,19.0,,,SFO,,MIN,W 27-10
601,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Celek, Garrett",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,8.0,Injured Reserve,,,,,,,2019.0,,,,,,,,Injured Reserve,,,,,,,2020-01-19,,,,,,,,,,,,,20.0,,,SFO,,GNB,W 37-20
602,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Celek, Garrett",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,,,,,,,,9.0,Injured Reserve,,,,,,,2019.0,,,,,,,,Injured Reserve,,,,,,,2020-02-02,,,,,,,,,,,,,21.0,,,SFO,N,KAN,L 20-31
603,,,,,,,,,,,,,,,,,"Celek, Garrett",,,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,6.00,6.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,4-2-0
604,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Fauria, Joseph",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Injured Reserve,Injured Reserve,,,,,,,,,1.0,Injured Reserve,,,,Injured Reserve,,,2014.0,,,,,,,,,,,,,,,2015-01-04,,,,,,,,,,,,,18.0,,,DET,@,DAL,L 20-24
605,,,,,,,0,,1,0,0,0,3.0,0.0,18.0,54.0,"Leonhardt, Brian",,,,,,,,,,,,,,TE,,,,,66.7%,2,0,3,3.50,2.33,7,0,0,,0,,,,,,0,3,0,3,0,1.0,,,,,,,,2009.0,,,,,,,,,,0.0,,,,,2010-01-09,,,,,,,,,,17.0,,,18.0,,25.34,CIN,,NYJ,L 14-24
606,,,,,,,0,,0,0,0,0,0.0,0.0,,0.0,"Leonhardt, Brian",,,,,,,,,,,,,,TE,,,,,85.7%,6,0,7,6.00,5.14,36,3,0,11.33,34,,,,,,0,0,,0,,2.0,,,,,,,,2011.0,,,,,,,,,,0.0,,,,,2012-01-07,,,,,,,,,,17.0,,,18.0,,27.338,CIN,@,HOU,L 10-31
607,,,,,0,0%,0,0,0,0,0,0,0.0,0.0,,0.0,"Leonhardt, Brian",15,31%,,,,,,,,,,,,TE,,,,,0.0%,0,0,0,,,0,1,0,2.00,2,13,48%,,,,0,0,,0,,3.0,,,,,,,,2012.0,,,,,,,,,,0.0,,,,,2013-01-05,,,,,,,,,,17.0,,,18.0,,28.337,CIN,@,HOU,L 13-19
608,,,,,,,0,0,1,0,0,0,3.0,0.0,18.0,54.0,"Leonhardt, Brian",,,,,,,,,,,,,,TE,,,,,80.0%,8,0,10,5.38,4.30,43,4,0,9.00,36,,,,,,0,3,0,3,0,,,,,,,,,,,,,,,,,,,0.0,,,,,3 Games,,,,,,,,,,,,,,,,,,,0-3-0
609,,,,,Inactive,Inactive,,,,,,,,,,,"Graham, Garrett",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,,,,2011.0,,,,,,,,Inactive,,,,,,,2012-01-07,,,,,,,,,,,,,18.0,,,HOU,,CIN,W 31-10
610,,,,,Inactive,Inactive,,,,,,,,,,,"Graham, Garrett",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,,,,2011.0,,,,,,,,Inactive,,,,,,,2012-01-15,,,,,,,,,,,,,19.0,,,HOU,@,BAL,L 13-20
611,,,,,0,0%,,,,,,,,,,,"Graham, Garrett",45,56%,,,,,,,,,,,,TE,,,,,100.0%,3,0,3,9.67,9.67,29,,,,,4,15%,,,,,,,,,3.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-05,,,,,,,,,,17.0,,,18.0,,26.154,HOU,,CIN,W 19-13
612,,,,,0,0%,,,,,,,,,,,"Graham, Garrett",38,49%,,,,,,,,,,,,TE,,,,,100.0%,2,0,2,6.50,6.50,13,,,,,8,24%,,,,,,,,,4.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-13,,,,,,,,,,18.0,,,19.0,,26.162,HOU,@,NWE,L 28-41
613,,,,,Inactive,Inactive,,,,,,,,,,,"Graham, Garrett",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,,,,,,,,5.0,Inactive,,,,,,,2015.0,,,,,,,,Inactive,,,,,,,2016-01-09,,,,,,,,,,,,,18.0,,,HOU,,KAN,L 0-30
614,,,,,,,,,,,,,,,,,"Graham, Garrett",,,,,,,,,,,,,,TE,,,,,100.0%,5,0,5,8.40,8.40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,1-1-0
615,,,,,Inactive,Inactive,,,,,,,,,,,"Perillo, Justin",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2014.0,,,,,,,,,,,,,,,2015-01-11,,,,,,,,,,,,,19.0,,,GNB,,DAL,W 26-21
616,,,,,Inactive,Inactive,,,,,,,,,,,"Perillo, Justin",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,Inactive,,,2014.0,,,,,,,,,,,,,,,2015-01-18,,,,,,,,,,,,,20.0,,,GNB,@,SEA,L 22-28
617,,,,,Inactive,Inactive,,,,,,,,,,,"Perillo, Justin",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,3.0,Inactive,,,,Inactive,,,2015.0,,,,,,,,,,,,,,,2016-01-10,,,,,,,,,,,,,18.0,,,GNB,@,WAS,W 35-18
618,,,,,0,0%,,,,,,,,,,,"Perillo, Justin",6,8%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,5,20%,,,,,,,,,4.0,,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-16,,,,,,,,,,18.0,,,19.0,,25.011,GNB,@,ARI,L 20-26
619,,,,,,,,,,,,,,,,,"Perillo, Justin",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Games,,,,,,,,,,,,,,,,,,,0-1-0
620,,,,,Inactive,Inactive,,,,,,,,,,,"Carrier, Derek",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,1.0,Inactive,,,,Inactive,,,2013.0,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,,,,18.0,,,SFO,@,GNB,W 23-20
621,,,,,Inactive,Inactive,,,,,,,,,,,"Carrier, Derek",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,2.0,Inactive,,,,Inactive,,,2013.0,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,,,,19.0,,,SFO,@,CAR,W 23-10
622,,,,,Inactive,Inactive,,,,,,,,,,,"Carrier, Derek",Inactive,Inactive,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Inactive,Inactive,,,,,,,,,3.0,Inactive,,,,Inactive,,,2013.0,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,,,,20.0,,,SFO,@,SEA,L 17-23
623,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Carrier, Derek",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,Injured Reserve,Injured Reserve,,,,,,,,,4.0,Injured Reserve,,,,Injured Reserve,,,2015.0,,,,,,,,,,,,,,,2016-01-10,,,,,,,,,,,,,18.0,,,WAS,,GNB,L 18-35
624,,,,,0,0%,,,,,,,,,,,"Carrier, Derek",3,4%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,15,50%,,,,,,,,,5.0,,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-06,,,,,,,,,,17.0,,,18.0,,27.165,LAR,,ATL,L 13-26
625,,,,,0,0%,,,,,,,,,,,"Carrier, Derek",7,9%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,22,79%,,,,,,,,,6.0,*,,,,,,,2021.0,,,,,,,,,,,,,,,2022-01-15,,,,,,,,,,18.0,,,19.0,,31.174,LVR,@,CIN,L 19-26
626,,,,,,,,,,,,,,,,,"Carrier, Derek",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,0-2-0
627,,,,,0.0,0%,,,,,,,,,,,"Niklas, Troy",0.0,0%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,21.0,84%,,,,,,,,,1.0,,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-16,,,,,,,,,,17.0,,,19.0,,23.12,ARI,,GNB,W 26-20
628,,,,,0.0,0%,,,,,,,,,,,"Niklas, Troy",0.0,0%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,20.0,74%,,,,,,,,,2.0,,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-24,,,,,,,,,,18.0,,,20.0,,23.128,ARI,@,CAR,L 15-49
629,,,,,,,,,,,,,,,,,"Niklas, Troy",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Games,,,,,,,,,,,,,,,,,,,1-1-0
630,,,,,0,0%,,,,,,,,,,,"McDonald, Vance",37,58%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,9,35%,,,,,,,,,1.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,17.0,,,18.0,,23.206,SFO,@,GNB,W 23-20
631,,,,,0,0%,,,,,,,,,,,"McDonald, Vance",30,45%,,,,,,,,,,,,TE,,,,,0.0%,,,,,,,,,,,8,38%,,,,,,,,,2.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,18.0,,,19.0,,23.213,SFO,@,CAR,W 23-10
632,,,,,0,0%,,,,,,,,,,,"McDonald, Vance",29,53%,,,,,,,,,,,,TE,,,,,100.0%,1,0,1,13.00,13.00,13,,,,,9,38%,,,,,,,,,3.0,*,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-19,,,,,,,,,,19.0,,,20.0,,23.22,SFO,@,SEA,L 17-23
633,,,,,0,0%,,,,,,,,,,,"McDonald, Vance",68,87%,,,,,,,,,,,,TE,,,,,62.5%,10,0,16,11.20,7.00,112,,,,,6,17%,,,,,,,,,4.0,*,,,,,,,2017.0,,,,,,,,,,,,,,,2018-01-14,,,,,,,,,,17.0,,,19.0,,27.215,PIT,,JAX,L 42-45
634,,,,,0,0%,,,,,,,,,,,"McDonald, Vance",40,45%,,,,,,,,,,,,TE,,,,,0.0%,0,0,2,,0.00,0,,,,,12,34%,,,,,,,,,5.0,*,,,,,,,2020.0,,,,,,,,,,,,,,,2021-01-10,,,,,,,,,,17.0,,,18.0,,30.211,PIT,,CLE,L 37-48
635,,,,,,,,,,,,,,,,,"McDonald, Vance",,,,,,,,,,,,,,TE,,,,,57.9%,11,0,19,11.36,6.58,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Games,,,,,,,,,,,,,,,,,,,2-3-0
636,,,,,,,,,,,,,,,,,"Stevens, Craig",,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1.0,,0.0,,,,,,2008.0,,,,,,,,,,,,,,,2009-01-10,,,,,,,,,,17.0,,,19.0,,24.131,TEN,,BAL,L 10-13
637,,,,,0,0%,,,,,,,,,,,"Brockel, Richie",7,12%,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,16,76%,,,,,,,,,1.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-12,,,,,,,,,,17.0,,,19.0,,27.172,CAR,,SFO,L 10-23
638,,,,,Inactive,Inactive,,,,,,,,,,,"Pitta, Dennis",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,Inactive,Inactive,,,,,,1.0,Inactive,,,,,,,2010.0,,,,,,,,,,,Inactive,,,,2011-01-09,,,,,,,,,,,,,18.0,,,BAL,@,KAN,W 30-7
639,,,,,Inactive,Inactive,,,,,,,,,,,"Pitta, Dennis",Inactive,Inactive,,,,,,,,,,,,TE,,,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,Inactive,Inactive,,Inactive,Inactive,,,,,,2.0,Inactive,,,,,,,2010.0,,,,,,,,,,,Inactive,,,,2011-01-15,,,,,,,,,,,,,19.0,,,BAL,@,PIT,L 24-31
640,,,,,,,,,,,,,,,,,"Pitta, Dennis",,,,,,,,,,,,,,TE,,,,,50.0%,2,0,4,14.50,7.25,29,,,,,,,,0,0,,,,,,3.0,,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-15,,,,,,,,,,17.0,,,19.0,,26.2,BAL,,HOU,W 20-13
641,,,,,,,,,,,,,,,,,"Pitta, Dennis",,,,,,,,,,,,,,TE,,,,,62.5%,5,1,8,8.20,5.13,41,,,,,,,,6,1,,,,,,4.0,*,,,,,,,2011.0,,,,,,,,,,,,,,,2012-01-22,,,,,,,,,,18.0,,,20.0,,26.207,BAL,@,NWE,L 20-23
642,,,,,0,0%,,,,,,,,,,,"Pitta, Dennis",27,47%,,,,,,,,,,,,TE,,,,,100.0%,2,1,2,13.50,13.50,27,,,,,5,21%,,6,1,,,,,,5.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-06,,,,,,,,,,17.0,,,18.0,,27.191,BAL,,IND,W 24-9
643,,,,,0,0%,,,,,,,,,,,"Pitta, Dennis",58,72%,,,,,,,,,,,,TE,,,,,60.0%,3,0,5,18.33,11.00,55,,,,,8,21%,,0,0,,,,,,6.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-12,,,,,,,,,,18.0,,,19.0,,27.197,BAL,@,DEN,W 38-35
644,,,,,0,0%,,,,,,,,,,,"Pitta, Dennis",56,77%,,,,,,,,,,,,TE,,,,,71.4%,5,1,7,11.00,7.86,55,,,,,6,22%,,6,1,,,,,,7.0,*,,,,,,,2012.0,,,,,,,,,,,,,,,2013-01-20,,,,,,,,,,19.0,,,20.0,,27.205,BAL,@,NWE,W 28-13
645,,,,,0,0%,,,,,,,,,,,"Pitta, Dennis",44,62%,,,,,,,,,,,,TE,,,,,80.0%,4,1,5,6.50,5.20,26,,,,,7,21%,,6,1,,,,,,8.0,,,,,,,,2012.0,,,,,,,,,,,,,,,2013-02-03,,,,,,,,,,20.0,,,21.0,,27.219,BAL,N,SFO,W 34-31
646,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Pitta, Dennis",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,Injured Reserve,Injured Reserve,,,,,,9.0,Injured Reserve,,,,,,,2014.0,,,,,,,,,,,Injured Reserve,,,,2015-01-03,,,,,,,,,,,,,18.0,,,BAL,@,PIT,W 30-17
647,,,,,Injured Reserve,Injured Reserve,,,,,,,,,,,"Pitta, Dennis",Injured Reserve,Injured Reserve,,,,,,,,,,,,TE,,,,,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,,,,,Injured Reserve,Injured Reserve,,Injured Reserve,Injured Reserve,,,,,,10.0,Injured Reserve,,,,,,,2014.0,,,,,,,,,,,Injured Reserve,,,,2015-01-10,,,,,,,,,,,,,19.0,,,BAL,@,NWE,L 31-35
648,,,,,,,,,,,,,,,,,"Pitta, Dennis",,,,,,,,,,,,,,TE,,,,,67.7%,21,4,31,11.10,7.52,233,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Games,,,,,,,,,,,,,,,,,,,5-1-0
649,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,6,1,,19.33,,116,,,,,,,,6,1,,,,,,1.0,,,,,,,,1981.0,,,,,,,,,,,,,,,1981-12-27,,,,,,,,,,17.0,,,17.0,,25.128,NYJ,,BUF,L 27-31
650,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,2.0,,,,,,,,1982.0,,,,,,,,,,,,,,,1983-01-09,,,,,,,,,,10.0,,,18.0,,26.141,NYJ,@,CIN,W 44-17
651,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,1,0,,9.00,,9,,,,,,,,0,0,,,,,,3.0,,,,,,,,1982.0,,,,,,,,,,,,,,,1983-01-15,,,,,,,,,,11.0,,,19.0,,26.147,NYJ,@,RAI,W 17-14
652,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,4.0,,,,,,,,1982.0,,,,,,,,,,,,,,,1983-01-23,,,,,,,,,,12.0,,,20.0,,26.155,NYJ,@,MIA,L 0-14
653,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,5,1,,10.60,,53,,,,,,,,6,1,,,,,,5.0,,,,,,,,1985.0,,,,,,,,,,,,,,,1985-12-28,,,,,,,,,,17.0,,,17.0,,29.129,NYJ,,NWE,L 14-26
654,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,4,0,,7.00,,28,,,,,,,,0,0,,,,,,6.0,,,,,,,,1986.0,,,,,,,,,,,,,,,1986-12-28,,,,,,,,,,17.0,,,17.0,,30.129,NYJ,,KAN,W 35-15
655,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,4,0,,10.75,,43,,,,,,,,0,0,,,,,,7.0,,,,,,,,1986.0,,,,,,,,,,,,,,,1987-01-03,,,,,,,,,,18.0,,,18.0,,30.135,NYJ,@,CLE,L 20-23
656,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,0,0,,,,0,,,,,,,,0,0,,,,,,8.0,,,,,,,,1990.0,,,,,,,,,,,,,,,1991-01-05,,,,,,,,,,17.0,,,18.0,,34.137,PHI,,WAS,L 6-20
657,,,,,,,,,,,,,,,,,"Shuler, Mickey",,,,,,,,,,,,,,TE,,,,,,20,2,,12.45,,249,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Games,,,,,,,,,,,,,,,,,,,3-5-0
658,,,,,0,0%,,,,,,,,,,,"Eifert, Tyler",3,4%,,,,,,,,,,,,TE,,,,,0.0%,0,0,1,,0.00,0,,,,,0,0%,,,,,,,,,1.0,,,,,,,,2013.0,,,,,,,,,,,,,,,2014-01-05,,,,,,,,,,17.0,,,18.0,,23.119,CIN,,SDG,L 10-27
659,,,,,0,0%,,,,,,,,,,,"Eifert, Tyler",72,97%,,,,,,,,,,,,TE,,,,,55.6%,5,0,9,11.60,6.44,58,,,,,0,0%,,,,,,,,,2.0,*,,,,,,,2015.0,,,,,,,,,,,,,,,2016-01-09,,,,,,,,,,17.0,,,18.0,,25.123,CIN,,PIT,L 16-18
